REF_DATE,AIRPORTS,WEIGHT_IN_KG,VALUE,YEAR,GEO
2022-11-01,"Vancouver International, British Columbia","70,001 to 90,000 kilograms",4005,2022,British Columbia
2022-11-01,"Vancouver International, British Columbia","90,001 to 136,000 kilograms",237,2022,British Columbia
2022-11-01,"Vancouver International, British Columbia","136,001 kilograms and over",2276,2022,British Columbia
2022-11-01,"Victoria Harbour, British Columbia","2,000 kilograms and under",NA,2022,British Columbia
2022-11-01,"Victoria Harbour, British Columbia","2,001 to 4,000 kilograms",682,2022,British Columbia
2022-11-01,"Victoria Harbour, British Columbia","4,001 to 5,670 kilograms",891,2022,British Columbia
2022-11-01,"Victoria Harbour, British Columbia","5,671 to 9,000 kilograms",4,2022,British Columbia
2022-11-01,"Victoria Harbour, British Columbia","9,001 to 18,000 kilograms",6,2022,British Columbia
2022-11-01,"Victoria Harbour, British Columbia","18,001 to 35,000 kilograms",NA,2022,British Columbia
2022-11-01,"Victoria Harbour, British Columbia","35,001 to 70,000 kilograms",NA,2022,British Columbia
2022-11-01,"Victoria Harbour, British Columbia","70,001 to 90,000 kilograms",NA,2022,British Columbia
2022-11-01,"Victoria Harbour, British Columbia","90,001 to 136,000 kilograms",NA,2022,British Columbia
2022-11-01,"Victoria Harbour, British Columbia","136,001 kilograms and over",NA,2022,British Columbia
2022-11-01,"Victoria International, British Columbia","2,000 kilograms and under",1969,2022,British Columbia
2022-11-01,"Victoria International, British Columbia","2,001 to 4,000 kilograms",456,2022,British Columbia
2022-11-01,"Victoria International, British Columbia","4,001 to 5,670 kilograms",147,2022,British Columbia
2022-11-01,"Victoria International, British Columbia","5,671 to 9,000 kilograms",451,2022,British Columbia
2022-11-01,"Victoria International, British Columbia","9,001 to 18,000 kilograms",147,2022,British Columbia
2022-11-01,"Victoria International, British Columbia","18,001 to 35,000 kilograms",1076,2022,British Columbia
2022-11-01,"Victoria International, British Columbia","35,001 to 70,000 kilograms",293,2022,British Columbia
2022-11-01,"Victoria International, British Columbia","70,001 to 90,000 kilograms",157,2022,British Columbia
2022-11-01,"Victoria International, British Columbia","90,001 to 136,000 kilograms",NA,2022,British Columbia
2022-11-01,"Victoria International, British Columbia","136,001 kilograms and over",NA,2022,British Columbia
2022-11-01,"Wabush, Newfoundland and Labrador","2,000 kilograms and under",16,2022,Newfoundland and Labrador
2022-11-01,"Wabush, Newfoundland and Labrador","2,001 to 4,000 kilograms",28,2022,Newfoundland and Labrador
2022-11-01,"Wabush, Newfoundland and Labrador","4,001 to 5,670 kilograms",95,2022,Newfoundland and Labrador
2022-11-01,"Wabush, Newfoundland and Labrador","5,671 to 9,000 kilograms",133,2022,Newfoundland and Labrador
2022-11-01,"Wabush, Newfoundland and Labrador","9,001 to 18,000 kilograms",50,2022,Newfoundland and Labrador
2022-11-01,"Wabush, Newfoundland and Labrador","18,001 to 35,000 kilograms",252,2022,Newfoundland and Labrador
2022-11-01,"Wabush, Newfoundland and Labrador","35,001 to 70,000 kilograms",50,2022,Newfoundland and Labrador
2022-11-01,"Wabush, Newfoundland and Labrador","70,001 to 90,000 kilograms",NA,2022,Newfoundland and Labrador
2022-11-01,"Wabush, Newfoundland and Labrador","90,001 to 136,000 kilograms",NA,2022,Newfoundland and Labrador
2022-11-01,"Wabush, Newfoundland and Labrador","136,001 kilograms and over",NA,2022,Newfoundland and Labrador
2022-11-01,"Whitecourt, Alberta","2,000 kilograms and under",324,2022,Alberta
2022-11-01,"Whitecourt, Alberta","2,001 to 4,000 kilograms",NA,2022,Alberta
2022-11-01,"Whitecourt, Alberta","4,001 to 5,670 kilograms",16,2022,Alberta
2022-11-01,"Whitecourt, Alberta","5,671 to 9,000 kilograms",19,2022,Alberta
2022-11-01,"Whitecourt, Alberta","9,001 to 18,000 kilograms",NA,2022,Alberta
2022-11-01,"Whitecourt, Alberta","18,001 to 35,000 kilograms",NA,2022,Alberta
2022-11-01,"Whitecourt, Alberta","35,001 to 70,000 kilograms",NA,2022,Alberta
2022-11-01,"Whitecourt, Alberta","70,001 to 90,000 kilograms",NA,2022,Alberta
2022-11-01,"Whitecourt, Alberta","90,001 to 136,000 kilograms",NA,2022,Alberta
2022-11-01,"Whitecourt, Alberta","136,001 kilograms and over",NA,2022,Alberta
2022-11-01,"Whitehorse/Erik Nielsen International, Yukon","2,000 kilograms and under",424,2022,Yukon
2022-11-01,"Whitehorse/Erik Nielsen International, Yukon","2,001 to 4,000 kilograms",118,2022,Yukon
2022-11-01,"Whitehorse/Erik Nielsen International, Yukon","4,001 to 5,670 kilograms",86,2022,Yukon
2022-11-01,"Whitehorse/Erik Nielsen International, Yukon","5,671 to 9,000 kilograms",158,2022,Yukon
2022-11-01,"Whitehorse/Erik Nielsen International, Yukon","9,001 to 18,000 kilograms",2,2022,Yukon
2022-11-01,"Whitehorse/Erik Nielsen International, Yukon","18,001 to 35,000 kilograms",190,2022,Yukon
2022-11-01,"Whitehorse/Erik Nielsen International, Yukon","35,001 to 70,000 kilograms",302,2022,Yukon
2022-11-01,"Whitehorse/Erik Nielsen International, Yukon","70,001 to 90,000 kilograms",10,2022,Yukon
2022-11-01,"Whitehorse/Erik Nielsen International, Yukon","90,001 to 136,000 kilograms",NA,2022,Yukon
2022-11-01,"Whitehorse/Erik Nielsen International, Yukon","136,001 kilograms and over",NA,2022,Yukon
2022-11-01,"Williams Lake, British Columbia","2,000 kilograms and under",78,2022,British Columbia
2022-11-01,"Williams Lake, British Columbia","2,001 to 4,000 kilograms",9,2022,British Columbia
2022-11-01,"Williams Lake, British Columbia","4,001 to 5,670 kilograms",16,2022,British Columbia
2022-11-01,"Williams Lake, British Columbia","5,671 to 9,000 kilograms",165,2022,British Columbia
2022-11-01,"Williams Lake, British Columbia","9,001 to 18,000 kilograms",12,2022,British Columbia
2022-11-01,"Williams Lake, British Columbia","18,001 to 35,000 kilograms",2,2022,British Columbia
2022-11-01,"Williams Lake, British Columbia","35,001 to 70,000 kilograms",NA,2022,British Columbia
2022-11-01,"Williams Lake, British Columbia","70,001 to 90,000 kilograms",5,2022,British Columbia
2022-11-01,"Williams Lake, British Columbia","90,001 to 136,000 kilograms",NA,2022,British Columbia
2022-11-01,"Williams Lake, British Columbia","136,001 kilograms and over",NA,2022,British Columbia
2022-11-01,"Windsor, Ontario","2,000 kilograms and under",1409,2022,Ontario
2022-11-01,"Windsor, Ontario","2,001 to 4,000 kilograms",76,2022,Ontario
2022-11-01,"Windsor, Ontario","4,001 to 5,670 kilograms",80,2022,Ontario
2022-11-01,"Windsor, Ontario","5,671 to 9,000 kilograms",117,2022,Ontario
2022-11-01,"Windsor, Ontario","9,001 to 18,000 kilograms",54,2022,Ontario
2022-11-01,"Windsor, Ontario","18,001 to 35,000 kilograms",207,2022,Ontario
2022-11-01,"Windsor, Ontario","35,001 to 70,000 kilograms",37,2022,Ontario
2022-11-01,"Windsor, Ontario","70,001 to 90,000 kilograms",24,2022,Ontario
2022-11-01,"Windsor, Ontario","90,001 to 136,000 kilograms",NA,2022,Ontario
2022-11-01,"Windsor, Ontario","136,001 kilograms and over",NA,2022,Ontario
2022-11-01,"Winnipeg/James Armstrong Richardson International, Manitoba","2,000 kilograms and under",128,2022,Manitoba
2022-11-01,"Winnipeg/James Armstrong Richardson International, Manitoba","2,001 to 4,000 kilograms",255,2022,Manitoba
2022-11-01,"Winnipeg/James Armstrong Richardson International, Manitoba","4,001 to 5,670 kilograms",2184,2022,Manitoba
2022-11-01,"Winnipeg/James Armstrong Richardson International, Manitoba","5,671 to 9,000 kilograms",480,2022,Manitoba
2022-11-01,"Winnipeg/James Armstrong Richardson International, Manitoba","9,001 to 18,000 kilograms",592,2022,Manitoba
2022-11-01,"Winnipeg/James Armstrong Richardson International, Manitoba","18,001 to 35,000 kilograms",940,2022,Manitoba
2022-11-01,"Winnipeg/James Armstrong Richardson International, Manitoba","35,001 to 70,000 kilograms",1312,2022,Manitoba
2022-11-01,"Winnipeg/James Armstrong Richardson International, Manitoba","70,001 to 90,000 kilograms",1005,2022,Manitoba
2022-11-01,"Winnipeg/James Armstrong Richardson International, Manitoba","90,001 to 136,000 kilograms",441,2022,Manitoba
2022-11-01,"Winnipeg/James Armstrong Richardson International, Manitoba","136,001 kilograms and over",145,2022,Manitoba
2022-11-01,"Winnipeg/St. Andrews, Manitoba","2,000 kilograms and under",2255,2022,Manitoba
2022-11-01,"Winnipeg/St. Andrews, Manitoba","2,001 to 4,000 kilograms",1161,2022,Manitoba
2022-11-01,"Winnipeg/St. Andrews, Manitoba","4,001 to 5,670 kilograms",416,2022,Manitoba
2022-11-01,"Winnipeg/St. Andrews, Manitoba","5,671 to 9,000 kilograms",NA,2022,Manitoba
2022-11-01,"Winnipeg/St. Andrews, Manitoba","9,001 to 18,000 kilograms",NA,2022,Manitoba
2022-11-01,"Winnipeg/St. Andrews, Manitoba","18,001 to 35,000 kilograms",NA,2022,Manitoba
2022-11-01,"Winnipeg/St. Andrews, Manitoba","35,001 to 70,000 kilograms",NA,2022,Manitoba
2022-11-01,"Winnipeg/St. Andrews, Manitoba","70,001 to 90,000 kilograms",NA,2022,Manitoba
2022-11-01,"Winnipeg/St. Andrews, Manitoba","90,001 to 136,000 kilograms",NA,2022,Manitoba
2022-11-01,"Winnipeg/St. Andrews, Manitoba","136,001 kilograms and over",NA,2022,Manitoba
2022-11-01,"Yellowknife, Northwest Territories","2,000 kilograms and under",363,2022,Northwest Territories
2022-11-01,"Yellowknife, Northwest Territories","2,001 to 4,000 kilograms",14,2022,Northwest Territories
2022-11-01,"Yellowknife, Northwest Territories","4,001 to 5,670 kilograms",963,2022,Northwest Territories
2022-11-01,"Yellowknife, Northwest Territories","5,671 to 9,000 kilograms",303,2022,Northwest Territories
2022-11-01,"Yellowknife, Northwest Territories","9,001 to 18,000 kilograms",13,2022,Northwest Territories
2022-11-01,"Yellowknife, Northwest Territories","18,001 to 35,000 kilograms",843,2022,Northwest Territories
2022-11-01,"Yellowknife, Northwest Territories","35,001 to 70,000 kilograms",539,2022,Northwest Territories
2022-11-01,"Yellowknife, Northwest Territories","70,001 to 90,000 kilograms",NA,2022,Northwest Territories
2022-11-01,"Yellowknife, Northwest Territories","90,001 to 136,000 kilograms",NA,2022,Northwest Territories
2022-11-01,"Yellowknife, Northwest Territories","136,001 kilograms and over",NA,2022,Northwest Territories
2022-11-01,"Baie-Comeau, Quebec","2,000 kilograms and under",103,2022,Quebec
2022-11-01,"Baie-Comeau, Quebec","2,001 to 4,000 kilograms",8,2022,Quebec
2022-11-01,"Baie-Comeau, Quebec","4,001 to 5,670 kilograms",42,2022,Quebec
2022-11-01,"Baie-Comeau, Quebec","5,671 to 9,000 kilograms",124,2022,Quebec
2022-11-01,"Baie-Comeau, Quebec","9,001 to 18,000 kilograms",10,2022,Quebec
2022-11-01,"Baie-Comeau, Quebec","18,001 to 35,000 kilograms",112,2022,Quebec
2022-11-01,"Baie-Comeau, Quebec","35,001 to 70,000 kilograms",NA,2022,Quebec
2022-11-01,"Baie-Comeau, Quebec","70,001 to 90,000 kilograms",NA,2022,Quebec
2022-11-01,"Baie-Comeau, Quebec","90,001 to 136,000 kilograms",NA,2022,Quebec
2022-11-01,"Baie-Comeau, Quebec","136,001 kilograms and over",NA,2022,Quebec
2022-11-01,"Buffalo Narrows, Saskatchewan","2,000 kilograms and under",34,2022,Saskatchewan
2022-11-01,"Buffalo Narrows, Saskatchewan","2,001 to 4,000 kilograms",2,2022,Saskatchewan
2022-11-01,"Buffalo Narrows, Saskatchewan","4,001 to 5,670 kilograms",31,2022,Saskatchewan
2022-11-01,"Buffalo Narrows, Saskatchewan","5,671 to 9,000 kilograms",43,2022,Saskatchewan
2022-11-01,"Buffalo Narrows, Saskatchewan","9,001 to 18,000 kilograms",5,2022,Saskatchewan
2022-11-01,"Buffalo Narrows, Saskatchewan","18,001 to 35,000 kilograms",32,2022,Saskatchewan
2022-11-01,"Buffalo Narrows, Saskatchewan","35,001 to 70,000 kilograms",NA,2022,Saskatchewan
2022-11-01,"Buffalo Narrows, Saskatchewan","70,001 to 90,000 kilograms",NA,2022,Saskatchewan
2022-11-01,"Buffalo Narrows, Saskatchewan","90,001 to 136,000 kilograms",NA,2022,Saskatchewan
2022-11-01,"Buffalo Narrows, Saskatchewan","136,001 kilograms and over",NA,2022,Saskatchewan
2022-11-01,"Chibougamau/Chapais, Quebec","2,000 kilograms and under",86,2022,Quebec
2022-11-01,"Chibougamau/Chapais, Quebec","2,001 to 4,000 kilograms",26,2022,Quebec
2022-11-01,"Chibougamau/Chapais, Quebec","4,001 to 5,670 kilograms",163,2022,Quebec
2022-11-01,"Chibougamau/Chapais, Quebec","5,671 to 9,000 kilograms",26,2022,Quebec
2022-11-01,"Chibougamau/Chapais, Quebec","9,001 to 18,000 kilograms",218,2022,Quebec
2022-11-01,"Chibougamau/Chapais, Quebec","18,001 to 35,000 kilograms",73,2022,Quebec
2022-11-01,"Chibougamau/Chapais, Quebec","35,001 to 70,000 kilograms",NA,2022,Quebec
2022-11-01,"Chibougamau/Chapais, Quebec","70,001 to 90,000 kilograms",NA,2022,Quebec
2022-11-01,"Chibougamau/Chapais, Quebec","90,001 to 136,000 kilograms",NA,2022,Quebec
2022-11-01,"Chibougamau/Chapais, Quebec","136,001 kilograms and over",NA,2022,Quebec
2022-11-01,"Comox, British Columbia","2,000 kilograms and under",47,2022,British Columbia
2022-11-01,"Comox, British Columbia","2,001 to 4,000 kilograms",1,2022,British Columbia
2022-11-01,"Comox, British Columbia","4,001 to 5,670 kilograms",17,2022,British Columbia
2022-11-01,"Comox, British Columbia","5,671 to 9,000 kilograms",88,2022,British Columbia
2022-11-01,"Comox, British Columbia","9,001 to 18,000 kilograms",267,2022,British Columbia
2022-11-01,"Comox, British Columbia","18,001 to 35,000 kilograms",248,2022,British Columbia
2022-11-01,"Comox, British Columbia","35,001 to 70,000 kilograms",75,2022,British Columbia
2022-11-01,"Comox, British Columbia","70,001 to 90,000 kilograms",53,2022,British Columbia
2022-11-01,"Comox, British Columbia","90,001 to 136,000 kilograms",NA,2022,British Columbia
2022-11-01,"Comox, British Columbia","136,001 kilograms and over",NA,2022,British Columbia
2022-11-01,"Dauphin, Manitoba","2,000 kilograms and under",36,2022,Manitoba
2022-11-01,"Dauphin, Manitoba","2,001 to 4,000 kilograms",4,2022,Manitoba
2022-11-01,"Dauphin, Manitoba","4,001 to 5,670 kilograms",23,2022,Manitoba
2022-11-01,"Dauphin, Manitoba","5,671 to 9,000 kilograms",15,2022,Manitoba
2022-11-01,"Dauphin, Manitoba","9,001 to 18,000 kilograms",NA,2022,Manitoba
2022-11-01,"Dauphin, Manitoba","18,001 to 35,000 kilograms",NA,2022,Manitoba
2022-11-01,"Dauphin, Manitoba","35,001 to 70,000 kilograms",NA,2022,Manitoba
2022-11-01,"Dauphin, Manitoba","70,001 to 90,000 kilograms",NA,2022,Manitoba
2022-11-01,"Dauphin, Manitoba","90,001 to 136,000 kilograms",NA,2022,Manitoba
2022-11-01,"Dauphin, Manitoba","136,001 kilograms and over",NA,2022,Manitoba
2022-11-01,"Dawson Creek, British Columbia","2,000 kilograms and under",87,2022,British Columbia
2022-11-01,"Dawson Creek, British Columbia","2,001 to 4,000 kilograms",14,2022,British Columbia
2022-11-01,"Dawson Creek, British Columbia","4,001 to 5,670 kilograms",48,2022,British Columbia
2022-11-01,"Dawson Creek, British Columbia","5,671 to 9,000 kilograms",61,2022,British Columbia
2022-11-01,"Dawson Creek, British Columbia","9,001 to 18,000 kilograms",35,2022,British Columbia
2022-11-01,"Dawson Creek, British Columbia","18,001 to 35,000 kilograms",1,2022,British Columbia
2022-11-01,"Dawson Creek, British Columbia","35,001 to 70,000 kilograms",NA,2022,British Columbia
2022-11-01,"Dawson Creek, British Columbia","70,001 to 90,000 kilograms",NA,2022,British Columbia
2022-11-01,"Dawson Creek, British Columbia","90,001 to 136,000 kilograms",NA,2022,British Columbia
2022-11-01,"Dawson Creek, British Columbia","136,001 kilograms and over",NA,2022,British Columbia
2022-11-01,"Dryden Regional, Ontario","2,000 kilograms and under",66,2022,Ontario
2022-11-01,"Dryden Regional, Ontario","2,001 to 4,000 kilograms",87,2022,Ontario
2022-11-01,"Dryden Regional, Ontario","4,001 to 5,670 kilograms",165,2022,Ontario
2022-11-01,"Dryden Regional, Ontario","5,671 to 9,000 kilograms",4,2022,Ontario
2022-11-01,"Dryden Regional, Ontario","9,001 to 18,000 kilograms",NA,2022,Ontario
2022-11-01,"Dryden Regional, Ontario","18,001 to 35,000 kilograms",4,2022,Ontario
2022-11-01,"Dryden Regional, Ontario","35,001 to 70,000 kilograms",2,2022,Ontario
2022-11-01,"Dryden Regional, Ontario","70,001 to 90,000 kilograms",2,2022,Ontario
2022-11-01,"Dryden Regional, Ontario","90,001 to 136,000 kilograms",NA,2022,Ontario
2022-11-01,"Dryden Regional, Ontario","136,001 kilograms and over",NA,2022,Ontario
2022-11-01,"Flin Flon, Manitoba","2,000 kilograms and under",7,2022,Manitoba
2022-11-01,"Flin Flon, Manitoba","2,001 to 4,000 kilograms",6,2022,Manitoba
2022-11-01,"Flin Flon, Manitoba","4,001 to 5,670 kilograms",108,2022,Manitoba
2022-11-01,"Flin Flon, Manitoba","5,671 to 9,000 kilograms",10,2022,Manitoba
2022-11-01,"Flin Flon, Manitoba","9,001 to 18,000 kilograms",NA,2022,Manitoba
2022-11-01,"Flin Flon, Manitoba","18,001 to 35,000 kilograms",43,2022,Manitoba
2022-11-01,"Flin Flon, Manitoba","35,001 to 70,000 kilograms",NA,2022,Manitoba
2022-11-01,"Flin Flon, Manitoba","70,001 to 90,000 kilograms",2,2022,Manitoba
2022-11-01,"Flin Flon, Manitoba","90,001 to 136,000 kilograms",NA,2022,Manitoba
2022-11-01,"Flin Flon, Manitoba","136,001 kilograms and over",NA,2022,Manitoba
2022-11-01,"Fort Smith, Northwest Territories","2,000 kilograms and under",66,2022,Northwest Territories
2022-11-01,"Fort Smith, Northwest Territories","2,001 to 4,000 kilograms",6,2022,Northwest Territories
2022-11-01,"Fort Smith, Northwest Territories","4,001 to 5,670 kilograms",24,2022,Northwest Territories
2022-11-01,"Fort Smith, Northwest Territories","5,671 to 9,000 kilograms",146,2022,Northwest Territories
2022-11-01,"Fort Smith, Northwest Territories","9,001 to 18,000 kilograms",NA,2022,Northwest Territories
2022-11-01,"Fort Smith, Northwest Territories","18,001 to 35,000 kilograms",18,2022,Northwest Territories
2022-11-01,"Fort Smith, Northwest Territories","35,001 to 70,000 kilograms",NA,2022,Northwest Territories
2022-11-01,"Fort Smith, Northwest Territories","70,001 to 90,000 kilograms",NA,2022,Northwest Territories
2022-11-01,"Fort Smith, Northwest Territories","90,001 to 136,000 kilograms",NA,2022,Northwest Territories
2022-11-01,"Fort Smith, Northwest Territories","136,001 kilograms and over",NA,2022,Northwest Territories
2022-11-01,"Gaspé, Quebec","2,000 kilograms and under",2,2022,Quebec
2022-11-01,"Gaspé, Quebec","2,001 to 4,000 kilograms",NA,2022,Quebec
2022-11-01,"Gaspé, Quebec","4,001 to 5,670 kilograms",17,2022,Quebec
2022-11-01,"Gaspé, Quebec","5,671 to 9,000 kilograms",16,2022,Quebec
2022-11-01,"Gaspé, Quebec","9,001 to 18,000 kilograms",151,2022,Quebec
2022-11-01,"Gaspé, Quebec","18,001 to 35,000 kilograms",61,2022,Quebec
2022-11-01,"Gaspé, Quebec","35,001 to 70,000 kilograms",NA,2022,Quebec
2022-11-01,"Gaspé, Quebec","70,001 to 90,000 kilograms",NA,2022,Quebec
2022-11-01,"Gaspé, Quebec","90,001 to 136,000 kilograms",NA,2022,Quebec
2022-11-01,"Gaspé, Quebec","136,001 kilograms and over",NA,2022,Quebec
2022-11-01,"Goose Bay, Newfoundland and Labrador","2,000 kilograms and under",223,2022,Newfoundland and Labrador
2022-11-01,"Goose Bay, Newfoundland and Labrador","2,001 to 4,000 kilograms",69,2022,Newfoundland and Labrador
2022-11-01,"Goose Bay, Newfoundland and Labrador","4,001 to 5,670 kilograms",907,2022,Newfoundland and Labrador
2022-11-01,"Goose Bay, Newfoundland and Labrador","5,671 to 9,000 kilograms",89,2022,Newfoundland and Labrador
2022-11-01,"Goose Bay, Newfoundland and Labrador","9,001 to 18,000 kilograms",154,2022,Newfoundland and Labrador
2022-11-01,"Goose Bay, Newfoundland and Labrador","18,001 to 35,000 kilograms",539,2022,Newfoundland and Labrador
2022-11-01,"Goose Bay, Newfoundland and Labrador","35,001 to 70,000 kilograms",19,2022,Newfoundland and Labrador
2022-11-01,"Goose Bay, Newfoundland and Labrador","70,001 to 90,000 kilograms",16,2022,Newfoundland and Labrador
2022-11-01,"Goose Bay, Newfoundland and Labrador","90,001 to 136,000 kilograms",NA,2022,Newfoundland and Labrador
2022-11-01,"Goose Bay, Newfoundland and Labrador","136,001 kilograms and over",39,2022,Newfoundland and Labrador
2022-11-01,"Havre St-Pierre, Quebec","2,000 kilograms and under",358,2022,Quebec
2022-11-01,"Havre St-Pierre, Quebec","2,001 to 4,000 kilograms",4,2022,Quebec
2022-11-01,"Havre St-Pierre, Quebec","4,001 to 5,670 kilograms",58,2022,Quebec
2022-11-01,"Havre St-Pierre, Quebec","5,671 to 9,000 kilograms",38,2022,Quebec
2022-11-01,"Havre St-Pierre, Quebec","9,001 to 18,000 kilograms",2,2022,Quebec
2022-11-01,"Havre St-Pierre, Quebec","18,001 to 35,000 kilograms",36,2022,Quebec
2022-11-01,"Havre St-Pierre, Quebec","35,001 to 70,000 kilograms",NA,2022,Quebec
2022-11-01,"Havre St-Pierre, Quebec","70,001 to 90,000 kilograms",NA,2022,Quebec
2022-11-01,"Havre St-Pierre, Quebec","90,001 to 136,000 kilograms",NA,2022,Quebec
2022-11-01,"Havre St-Pierre, Quebec","136,001 kilograms and over",NA,2022,Quebec
2022-11-01,"Hay River, Northwest Territories","2,000 kilograms and under",14,2022,Northwest Territories
2022-11-01,"Hay River, Northwest Territories","2,001 to 4,000 kilograms",9,2022,Northwest Territories
2022-11-01,"Hay River, Northwest Territories","4,001 to 5,670 kilograms",173,2022,Northwest Territories
2022-11-01,"Hay River, Northwest Territories","5,671 to 9,000 kilograms",75,2022,Northwest Territories
2022-11-01,"Hay River, Northwest Territories","9,001 to 18,000 kilograms",13,2022,Northwest Territories
2022-11-01,"Hay River, Northwest Territories","18,001 to 35,000 kilograms",191,2022,Northwest Territories
2022-11-01,"Hay River, Northwest Territories","35,001 to 70,000 kilograms",4,2022,Northwest Territories
2022-11-01,"Hay River, Northwest Territories","70,001 to 90,000 kilograms",NA,2022,Northwest Territories
2022-11-01,"Hay River, Northwest Territories","90,001 to 136,000 kilograms",NA,2022,Northwest Territories
2022-11-01,"Hay River, Northwest Territories","136,001 kilograms and over",NA,2022,Northwest Territories
2022-11-01,"Island Lake, Manitoba","2,000 kilograms and under",3341,2022,Manitoba
2022-11-01,"Island Lake, Manitoba","2,001 to 4,000 kilograms",63,2022,Manitoba
2022-11-01,"Island Lake, Manitoba","4,001 to 5,670 kilograms",902,2022,Manitoba
2022-11-01,"Island Lake, Manitoba","5,671 to 9,000 kilograms",34,2022,Manitoba
2022-11-01,"Island Lake, Manitoba","9,001 to 18,000 kilograms",66,2022,Manitoba
2022-11-01,"Island Lake, Manitoba","18,001 to 35,000 kilograms",135,2022,Manitoba
2022-11-01,"Island Lake, Manitoba","35,001 to 70,000 kilograms",NA,2022,Manitoba
2022-11-01,"Island Lake, Manitoba","70,001 to 90,000 kilograms",NA,2022,Manitoba
2022-11-01,"Island Lake, Manitoba","90,001 to 136,000 kilograms",NA,2022,Manitoba
2022-11-01,"Island Lake, Manitoba","136,001 kilograms and over",NA,2022,Manitoba
2022-11-01,"Kuujjuarapik, Quebec","2,000 kilograms and under",12,2022,Quebec
2022-11-01,"Kuujjuarapik, Quebec","2,001 to 4,000 kilograms",NA,2022,Quebec
2022-11-01,"Kuujjuarapik, Quebec","4,001 to 5,670 kilograms",179,2022,Quebec
2022-11-01,"Kuujjuarapik, Quebec","5,671 to 9,000 kilograms",14,2022,Quebec
2022-11-01,"Kuujjuarapik, Quebec","9,001 to 18,000 kilograms",87,2022,Quebec
2022-11-01,"Kuujjuarapik, Quebec","18,001 to 35,000 kilograms",191,2022,Quebec
2022-11-01,"Kuujjuarapik, Quebec","35,001 to 70,000 kilograms",NA,2022,Quebec
2022-11-01,"Kuujjuarapik, Quebec","70,001 to 90,000 kilograms",NA,2022,Quebec
2022-11-01,"Kuujjuarapik, Quebec","90,001 to 136,000 kilograms",NA,2022,Quebec
2022-11-01,"Kuujjuarapik, Quebec","136,001 kilograms and over",NA,2022,Quebec
2022-11-01,"Lourdes-de-Blanc-Sablon, Quebec","2,000 kilograms and under",14,2022,Quebec
2022-11-01,"Lourdes-de-Blanc-Sablon, Quebec","2,001 to 4,000 kilograms",4,2022,Quebec
2022-11-01,"Lourdes-de-Blanc-Sablon, Quebec","4,001 to 5,670 kilograms",163,2022,Quebec
2022-11-01,"Lourdes-de-Blanc-Sablon, Quebec","5,671 to 9,000 kilograms",146,2022,Quebec
2022-11-01,"Lourdes-de-Blanc-Sablon, Quebec","9,001 to 18,000 kilograms",48,2022,Quebec
2022-11-01,"Lourdes-de-Blanc-Sablon, Quebec","18,001 to 35,000 kilograms",58,2022,Quebec
2022-11-01,"Lourdes-de-Blanc-Sablon, Quebec","35,001 to 70,000 kilograms",NA,2022,Quebec
2022-11-01,"Lourdes-de-Blanc-Sablon, Quebec","70,001 to 90,000 kilograms",NA,2022,Quebec
2022-11-01,"Lourdes-de-Blanc-Sablon, Quebec","90,001 to 136,000 kilograms",NA,2022,Quebec
2022-11-01,"Lourdes-de-Blanc-Sablon, Quebec","136,001 kilograms and over",NA,2022,Quebec
2022-11-01,"Moosonee, Ontario","2,000 kilograms and under",2632,2022,Ontario
2022-11-01,"Moosonee, Ontario","2,001 to 4,000 kilograms",28,2022,Ontario
2022-11-01,"Moosonee, Ontario","4,001 to 5,670 kilograms",397,2022,Ontario
2022-11-01,"Moosonee, Ontario","5,671 to 9,000 kilograms",186,2022,Ontario
2022-11-01,"Moosonee, Ontario","9,001 to 18,000 kilograms",238,2022,Ontario
2022-11-01,"Moosonee, Ontario","18,001 to 35,000 kilograms",51,2022,Ontario
2022-11-01,"Moosonee, Ontario","35,001 to 70,000 kilograms",NA,2022,Ontario
2022-11-01,"Moosonee, Ontario","70,001 to 90,000 kilograms",NA,2022,Ontario
2022-11-01,"Moosonee, Ontario","90,001 to 136,000 kilograms",NA,2022,Ontario
2022-11-01,"Moosonee, Ontario","136,001 kilograms and over",NA,2022,Ontario
2022-11-01,"Muskoka, Ontario","2,000 kilograms and under",335,2022,Ontario
2022-11-01,"Muskoka, Ontario","2,001 to 4,000 kilograms",38,2022,Ontario
2022-11-01,"Muskoka, Ontario","4,001 to 5,670 kilograms",16,2022,Ontario
2022-11-01,"Muskoka, Ontario","5,671 to 9,000 kilograms",4,2022,Ontario
2022-11-01,"Muskoka, Ontario","9,001 to 18,000 kilograms",4,2022,Ontario
2022-11-01,"Muskoka, Ontario","18,001 to 35,000 kilograms",10,2022,Ontario
2022-11-01,"Muskoka, Ontario","35,001 to 70,000 kilograms",2,2022,Ontario
2022-11-01,"Muskoka, Ontario","70,001 to 90,000 kilograms",4,2022,Ontario
2022-11-01,"Muskoka, Ontario","90,001 to 136,000 kilograms",NA,2022,Ontario
2022-11-01,"Muskoka, Ontario","136,001 kilograms and over",NA,2022,Ontario
2022-11-01,"Natashquan, Quebec","2,000 kilograms and under",73,2022,Quebec
2022-11-01,"Natashquan, Quebec","2,001 to 4,000 kilograms",4,2022,Quebec
2022-11-01,"Natashquan, Quebec","4,001 to 5,670 kilograms",115,2022,Quebec
